pdb	scenario	struct	model_flexref	fnat_flex	model_rigidbody	fnat_rigid	fnat_diff
7tgfB	real	b	flexref_197.pdb	0.571	rigidbody_739.pdb	0.446	0.125
7tgfB	real	b	flexref_183.pdb	0.250	rigidbody_832.pdb	0.214	0.036
7tgfB	real	b	flexref_152.pdb	0.536	rigidbody_648.pdb	0.446	0.090
7tgfB	real	b	flexref_185.pdb	0.554	rigidbody_754.pdb	0.429	0.125
7tgfB	real	b	flexref_118.pdb	0.482	rigidbody_355.pdb	0.357	0.125
7tgfB	real	b	flexref_105.pdb	0.589	rigidbody_375.pdb	0.321	0.268
7tgfB	real	b	flexref_126.pdb	0.321	rigidbody_742.pdb	0.214	0.107
7tgfB	real	b	flexref_120.pdb	0.250	rigidbody_865.pdb	0.196	0.054
7tgfB	real	b	flexref_133.pdb	0.268	rigidbody_866.pdb	0.232	0.036
7tgfB	real	b	flexref_107.pdb	0.268	rigidbody_777.pdb	0.232	0.036
7tgfB	real	b	flexref_158.pdb	0.339	rigidbody_719.pdb	0.268	0.071
7tgfB	real	b	flexref_110.pdb	0.232	rigidbody_911.pdb	0.196	0.036
7tgfB	real	b	flexref_101.pdb	0.429	rigidbody_341.pdb	0.339	0.090
7tgfB	real	b	flexref_104.pdb	0.196	rigidbody_869.pdb	0.196	0.000
7tgfB	real	b	flexref_103.pdb	0.321	rigidbody_727.pdb	0.250	0.071
7tgfB	real	b	flexref_128.pdb	0.232	rigidbody_929.pdb	0.196	0.036
7tgfB	real	b	flexref_146.pdb	0.429	rigidbody_652.pdb	0.411	0.018
7tgfB	real	b	flexref_156.pdb	0.500	rigidbody_614.pdb	0.375	0.125
7tgfB	real	b	flexref_125.pdb	0.446	rigidbody_322.pdb	0.339	0.107
7tgfB	real	b	flexref_119.pdb	0.250	rigidbody_881.pdb	0.214	0.036
7tgfB	real	b	flexref_102.pdb	0.286	rigidbody_685.pdb	0.250	0.036
7tgfB	real	b	flexref_161.pdb	0.464	rigidbody_699.pdb	0.446	0.018
7tgfB	real	b	flexref_142.pdb	0.143	rigidbody_880.pdb	0.214	-0.071
7tgfB	real	b	flexref_199.pdb	0.286	rigidbody_939.pdb	0.161	0.125
7tgfB	real	b	flexref_145.pdb	0.214	rigidbody_887.pdb	0.214	0.000
7tgfB	twohit	u	flexref_1.pdb	0.607	rigidbody_223.pdb	0.411	0.196
7tgfB	twohit	u	flexref_2.pdb	0.554	rigidbody_346.pdb	0.411	0.143
7tgfB	twohit	u	flexref_14.pdb	0.286	rigidbody_295.pdb	0.232	0.054
7tgfB	twohit	u	flexref_94.pdb	0.357	rigidbody_170.pdb	0.250	0.107
7tgfB	loose	u	flexref_56.pdb	0.161	rigidbody_294.pdb	0.089	0.072
7tgfB	loose	u	flexref_156.pdb	0.179	rigidbody_260.pdb	0.089	0.090
7tgfB	loose	u	flexref_1.pdb	0.661	rigidbody_307.pdb	0.732	-0.071
7tgfB	loose	u	flexref_158.pdb	0.214	rigidbody_333.pdb	0.089	0.125
7tgfB	loose	u	flexref_10.pdb	0.232	rigidbody_378.pdb	0.143	0.089
7tgfB	loose	u	flexref_68.pdb	0.179	rigidbody_254.pdb	0.089	0.090
7tgfB	loose	u	flexref_124.pdb	0.375	rigidbody_128.pdb	0.304	0.071
7tgfB	loose	u	flexref_104.pdb	0.161	rigidbody_222.pdb	0.089	0.072
7tgfB	loose	u	flexref_188.pdb	0.339	rigidbody_120.pdb	0.304	0.035
7tgfB	loose	u	flexref_31.pdb	0.143	rigidbody_371.pdb	0.089	0.054
7tgfB	loose	u	flexref_146.pdb	0.375	rigidbody_355.pdb	0.321	0.054
7tgfB	loose	u	flexref_138.pdb	0.339	rigidbody_3.pdb	0.304	0.035
7tgfB	loose	u	flexref_125.pdb	0.357	rigidbody_188.pdb	0.268	0.089
7tgfB	loose	u	flexref_135.pdb	0.464	rigidbody_732.pdb	0.357	0.107
7tgfB	loose	u	flexref_99.pdb	0.357	rigidbody_126.pdb	0.232	0.125
7tgfB	loose	u	flexref_131.pdb	0.429	rigidbody_114.pdb	0.304	0.125
7th2C	loose	u	flexref_193.pdb	0.175	rigidbody_146.pdb	0.159	0.016
7th2C	real	u	flexref_156.pdb	0.381	rigidbody_758.pdb	0.254	0.127
7th2C	real	u	flexref_125.pdb	0.413	rigidbody_793.pdb	0.270	0.143
7th2C	real	u	flexref_114.pdb	0.397	rigidbody_811.pdb	0.254	0.143
7th2C	real	u	flexref_145.pdb	0.317	rigidbody_274.pdb	0.238	0.079
7th2C	real	u	flexref_107.pdb	0.397	rigidbody_869.pdb	0.270	0.127
7th2C	real	u	flexref_189.pdb	0.413	rigidbody_797.pdb	0.270	0.143
7th2C	real	u	flexref_43.pdb	0.365	rigidbody_699.pdb	0.270	0.095
7th2C	real	u	flexref_187.pdb	0.381	rigidbody_979.pdb	0.286	0.095
7th2C	real	u	flexref_41.pdb	0.286	rigidbody_902.pdb	0.127	0.159
7th2C	real	u	flexref_175.pdb	0.317	rigidbody_976.pdb	0.270	0.047
7th2C	real	u	flexref_158.pdb	0.397	rigidbody_765.pdb	0.286	0.111
7th2C	real	u	flexref_186.pdb	0.349	rigidbody_982.pdb	0.254	0.095
7th2C	real	u	flexref_70.pdb	0.159	rigidbody_280.pdb	0.127	0.032
7th2C	real	u	flexref_130.pdb	0.286	rigidbody_322.pdb	0.238	0.048
7th2C	real	u	flexref_113.pdb	0.127	rigidbody_88.pdb	0.127	0.000
7th2C	real	u	flexref_96.pdb	0.413	rigidbody_813.pdb	0.270	0.143
7th2C	real	u	flexref_163.pdb	0.190	rigidbody_402.pdb	0.143	0.047
7th2C	real	u	flexref_190.pdb	0.460	rigidbody_879.pdb	0.254	0.206
7th2C	real	u	flexref_141.pdb	0.444	rigidbody_858.pdb	0.254	0.190
7th2C	real	u	flexref_159.pdb	0.381	rigidbody_695.pdb	0.254	0.127
7th2C	real	u	flexref_176.pdb	0.397	rigidbody_809.pdb	0.270	0.127
7th2C	real	u	flexref_197.pdb	0.159	rigidbody_549.pdb	0.143	0.016
7th2C	real	u	flexref_164.pdb	0.381	rigidbody_696.pdb	0.254	0.127
7th2C	real	u	flexref_126.pdb	0.365	rigidbody_927.pdb	0.206	0.159
7th2C	real	u	flexref_102.pdb	0.429	rigidbody_748.pdb	0.286	0.143
7th2C	real	u	flexref_35.pdb	0.302	rigidbody_807.pdb	0.222	0.080
7th2C	real	u	flexref_34.pdb	0.143	rigidbody_148.pdb	0.127	0.016
7th2C	real	u	flexref_94.pdb	0.127	rigidbody_60.pdb	0.127	0.000
7th2C	real	u	flexref_198.pdb	0.381	rigidbody_816.pdb	0.270	0.111
7th2C	real	u	flexref_168.pdb	0.175	rigidbody_14.pdb	0.127	0.048
7th2C	real	u	flexref_184.pdb	0.429	rigidbody_842.pdb	0.270	0.159
7th2C	real	u	flexref_151.pdb	0.365	rigidbody_818.pdb	0.270	0.095
7th2C	real	u	flexref_165.pdb	0.429	rigidbody_693.pdb	0.286	0.143
7th2C	real	u	flexref_8.pdb	0.381	rigidbody_991.pdb	0.270	0.111
7th2C	real	u	flexref_75.pdb	0.143	rigidbody_230.pdb	0.127	0.016
7th2C	real	u	flexref_67.pdb	0.127	rigidbody_236.pdb	0.111	0.016
7th2C	real	u	flexref_27.pdb	0.365	rigidbody_839.pdb	0.270	0.095
7th2C	real	u	flexref_181.pdb	0.254	rigidbody_249.pdb	0.206	0.048
7th2C	real	u	flexref_65.pdb	0.270	rigidbody_881.pdb	0.270	0.000
7th2C	real	u	flexref_51.pdb	0.270	rigidbody_675.pdb	0.270	0.000
7th2C	loose	b	flexref_55.pdb	0.349	rigidbody_986.pdb	0.349	0.000
7th2C	loose	b	flexref_140.pdb	0.397	rigidbody_749.pdb	0.349	0.048
7th2C	loose	b	flexref_141.pdb	0.381	rigidbody_921.pdb	0.254	0.127
7th2C	loose	b	flexref_62.pdb	0.238	rigidbody_976.pdb	0.222	0.016
7th2C	loose	b	flexref_56.pdb	0.190	rigidbody_482.pdb	0.095	0.095
7th2C	loose	b	flexref_176.pdb	0.238	rigidbody_965.pdb	0.190	0.048
7th2C	loose	b	flexref_104.pdb	0.333	rigidbody_678.pdb	0.381	-0.048
7th2C	loose	b	flexref_69.pdb	0.333	rigidbody_816.pdb	0.302	0.031
7th2C	loose	b	flexref_39.pdb	0.365	rigidbody_718.pdb	0.349	0.016
7th2C	loose	b	flexref_35.pdb	0.349	rigidbody_835.pdb	0.333	0.016
7th2C	loose	b	flexref_91.pdb	0.159	rigidbody_404.pdb	0.079	0.080
7th2C	loose	b	flexref_94.pdb	0.333	rigidbody_712.pdb	0.254	0.079
7th2C	loose	b	flexref_106.pdb	0.270	rigidbody_705.pdb	0.286	-0.016
7th2C	loose	b	flexref_81.pdb	0.365	rigidbody_738.pdb	0.365	0.000
7th2C	loose	b	flexref_44.pdb	0.333	rigidbody_841.pdb	0.349	-0.016
7th2C	loose	b	flexref_63.pdb	0.302	rigidbody_899.pdb	0.270	0.032
7th2C	loose	b	flexref_74.pdb	0.143	rigidbody_754.pdb	0.063	0.080
7th2C	loose	b	flexref_119.pdb	0.333	rigidbody_813.pdb	0.190	0.143
7th2C	loose	b	flexref_192.pdb	0.143	rigidbody_624.pdb	0.127	0.016
7th2C	twohit	u	flexref_71.pdb	0.254	rigidbody_775.pdb	0.238	0.016
7th2C	twohit	u	flexref_133.pdb	0.238	rigidbody_862.pdb	0.222	0.016
7th2C	twohit	u	flexref_139.pdb	0.159	rigidbody_814.pdb	0.175	-0.016
7th2C	real	b	flexref_170.pdb	0.222	rigidbody_66.pdb	0.111	0.111
7th2C	real	b	flexref_26.pdb	0.444	rigidbody_883.pdb	0.365	0.079
7th2C	real	b	flexref_158.pdb	0.444	rigidbody_686.pdb	0.365	0.079
7th2C	real	b	flexref_121.pdb	0.238	rigidbody_323.pdb	0.127	0.111
7th2C	real	b	flexref_59.pdb	0.460	rigidbody_771.pdb	0.365	0.095
7th2C	real	b	flexref_108.pdb	0.476	rigidbody_773.pdb	0.381	0.095
7th2C	real	b	flexref_17.pdb	0.413	rigidbody_701.pdb	0.365	0.048
7th2C	real	b	flexref_36.pdb	0.429	rigidbody_879.pdb	0.365	0.064
7th2C	real	b	flexref_22.pdb	0.429	rigidbody_974.pdb	0.349	0.080
7th2C	real	b	flexref_89.pdb	0.413	rigidbody_757.pdb	0.397	0.016
7th2C	real	b	flexref_1.pdb	0.460	rigidbody_809.pdb	0.365	0.095
7th2C	real	b	flexref_3.pdb	0.349	rigidbody_699.pdb	0.349	0.000
7th2C	real	b	flexref_156.pdb	0.460	rigidbody_782.pdb	0.381	0.079
7th2C	real	b	flexref_104.pdb	0.397	rigidbody_735.pdb	0.365	0.032
7th2C	real	b	flexref_71.pdb	0.413	rigidbody_938.pdb	0.365	0.048
7th2C	real	b	flexref_9.pdb	0.381	rigidbody_697.pdb	0.349	0.032
7th2C	real	b	flexref_179.pdb	0.444	rigidbody_825.pdb	0.349	0.095
7th2C	real	b	flexref_96.pdb	0.381	rigidbody_927.pdb	0.349	0.032
7th2C	real	b	flexref_194.pdb	0.492	rigidbody_872.pdb	0.397	0.095
7th2C	real	b	flexref_50.pdb	0.508	rigidbody_756.pdb	0.381	0.127
7th2C	real	b	flexref_43.pdb	0.444	rigidbody_855.pdb	0.349	0.095
7th2C	real	b	flexref_187.pdb	0.444	rigidbody_776.pdb	0.397	0.047
7th2C	real	b	flexref_120.pdb	0.460	rigidbody_789.pdb	0.365	0.095
7th2C	real	b	flexref_105.pdb	0.476	rigidbody_919.pdb	0.365	0.111
7th2C	real	b	flexref_4.pdb	0.397	rigidbody_811.pdb	0.381	0.016
7th2C	real	b	flexref_2.pdb	0.429	rigidbody_805.pdb	0.349	0.080
7th2C	real	b	flexref_51.pdb	0.429	rigidbody_734.pdb	0.397	0.032
7th2C	real	b	flexref_48.pdb	0.397	rigidbody_781.pdb	0.397	0.000
7th2C	real	b	flexref_137.pdb	0.476	rigidbody_720.pdb	0.365	0.111
7th2C	real	b	flexref_161.pdb	0.429	rigidbody_876.pdb	0.381	0.048
7th2C	real	b	flexref_62.pdb	0.429	rigidbody_901.pdb	0.365	0.064
7th2C	real	b	flexref_155.pdb	0.429	rigidbody_718.pdb	0.349	0.080
7th2C	real	b	flexref_39.pdb	0.429	rigidbody_965.pdb	0.381	0.048
7th2C	real	b	flexref_61.pdb	0.444	rigidbody_801.pdb	0.349	0.095
7th2C	real	b	flexref_111.pdb	0.492	rigidbody_698.pdb	0.381	0.111
7th2C	real	b	flexref_149.pdb	0.429	rigidbody_895.pdb	0.365	0.064
7th2C	real	b	flexref_73.pdb	0.397	rigidbody_904.pdb	0.381	0.016
7th2C	real	b	flexref_81.pdb	0.444	rigidbody_943.pdb	0.365	0.079
7th2C	real	b	flexref_173.pdb	0.476	rigidbody_988.pdb	0.397	0.079
7th2C	real	b	flexref_116.pdb	0.429	rigidbody_732.pdb	0.381	0.048
7th2C	real	b	flexref_167.pdb	0.524	rigidbody_739.pdb	0.365	0.159
7th2C	real	b	flexref_34.pdb	0.508	rigidbody_866.pdb	0.349	0.159
7th2C	real	b	flexref_84.pdb	0.397	rigidbody_982.pdb	0.381	0.016
7th2C	real	b	flexref_193.pdb	0.492	rigidbody_822.pdb	0.365	0.127
7th2C	real	b	flexref_21.pdb	0.381	rigidbody_846.pdb	0.381	0.000
7th2C	real	b	flexref_8.pdb	0.365	rigidbody_807.pdb	0.349	0.016
7th2C	real	b	flexref_190.pdb	0.460	rigidbody_778.pdb	0.413	0.047
7th2C	real	b	flexref_130.pdb	0.556	rigidbody_983.pdb	0.365	0.191
7th2C	real	b	flexref_136.pdb	0.460	rigidbody_795.pdb	0.365	0.095
7th2C	real	b	flexref_65.pdb	0.460	rigidbody_722.pdb	0.381	0.079
7th2C	real	b	flexref_31.pdb	0.397	rigidbody_963.pdb	0.349	0.048
7th2C	real	b	flexref_83.pdb	0.444	rigidbody_830.pdb	0.349	0.095
7th2C	real	b	flexref_23.pdb	0.429	rigidbody_765.pdb	0.365	0.064
7th2C	real	b	flexref_27.pdb	0.508	rigidbody_966.pdb	0.365	0.143
7th2C	real	b	flexref_67.pdb	0.429	rigidbody_703.pdb	0.381	0.048
7th2C	real	b	flexref_162.pdb	0.460	rigidbody_684.pdb	0.365	0.095
7th2C	real	b	flexref_29.pdb	0.460	rigidbody_683.pdb	0.349	0.111
7th2C	real	b	flexref_94.pdb	0.429	rigidbody_851.pdb	0.397	0.032
7th2C	real	b	flexref_134.pdb	0.444	rigidbody_929.pdb	0.365	0.079
7th2C	real	b	flexref_79.pdb	0.365	rigidbody_935.pdb	0.381	-0.016
7th2C	real	b	flexref_7.pdb	0.317	rigidbody_758.pdb	0.349	-0.032
7th2C	real	b	flexref_129.pdb	0.429	rigidbody_691.pdb	0.302	0.127
7th2C	real	b	flexref_159.pdb	0.508	rigidbody_940.pdb	0.365	0.143
7th2C	real	b	flexref_113.pdb	0.556	rigidbody_688.pdb	0.349	0.207
7th2C	real	b	flexref_44.pdb	0.365	rigidbody_755.pdb	0.365	0.000
7th2C	real	b	flexref_41.pdb	0.508	rigidbody_838.pdb	0.381	0.127
7th2C	real	b	flexref_49.pdb	0.413	rigidbody_921.pdb	0.349	0.064
7th2C	real	b	flexref_87.pdb	0.381	rigidbody_674.pdb	0.381	0.000
7th2C	real	b	flexref_68.pdb	0.444	rigidbody_708.pdb	0.365	0.079
7th2C	real	b	flexref_55.pdb	0.429	rigidbody_712.pdb	0.365	0.064
7th2C	real	b	flexref_135.pdb	0.603	rigidbody_743.pdb	0.365	0.238
7th2C	real	b	flexref_33.pdb	0.413	rigidbody_710.pdb	0.365	0.048
7th2C	real	b	flexref_16.pdb	0.349	rigidbody_763.pdb	0.365	-0.016
7th2C	real	b	flexref_192.pdb	0.492	rigidbody_737.pdb	0.365	0.127
7th2C	real	b	flexref_85.pdb	0.540	rigidbody_962.pdb	0.365	0.175
7th2C	real	b	flexref_57.pdb	0.508	rigidbody_885.pdb	0.365	0.143
7th2C	real	b	flexref_14.pdb	0.381	rigidbody_928.pdb	0.349	0.032
7th2C	real	b	flexref_106.pdb	0.413	rigidbody_992.pdb	0.397	0.016
7th2C	real	b	flexref_82.pdb	0.429	rigidbody_964.pdb	0.349	0.080
7th2C	real	b	flexref_88.pdb	0.349	rigidbody_907.pdb	0.349	0.000
7th2C	real	b	flexref_97.pdb	0.492	rigidbody_747.pdb	0.365	0.127
7th2C	real	b	flexref_13.pdb	0.413	rigidbody_818.pdb	0.365	0.048
7th2C	real	b	flexref_35.pdb	0.349	rigidbody_761.pdb	0.365	-0.016
7th2C	real	b	flexref_103.pdb	0.476	rigidbody_679.pdb	0.397	0.079
7th2C	real	b	flexref_20.pdb	0.429	rigidbody_924.pdb	0.381	0.048
7th2C	real	b	flexref_189.pdb	0.476	rigidbody_890.pdb	0.365	0.111
7th2C	real	b	flexref_166.pdb	0.444	rigidbody_802.pdb	0.381	0.063
7th2C	real	b	flexref_54.pdb	0.286	rigidbody_933.pdb	0.349	-0.063
7th2C	real	b	flexref_38.pdb	0.492	rigidbody_842.pdb	0.365	0.127
7th2C	real	b	flexref_125.pdb	0.492	rigidbody_731.pdb	0.397	0.095
7th2C	real	b	flexref_15.pdb	0.397	rigidbody_733.pdb	0.365	0.032
7th2C	real	b	flexref_146.pdb	0.444	rigidbody_947.pdb	0.270	0.174
7th2C	real	b	flexref_12.pdb	0.397	rigidbody_693.pdb	0.365	0.032
7th2C	real	b	flexref_145.pdb	0.476	rigidbody_910.pdb	0.365	0.111
7th2C	real	b	flexref_112.pdb	0.397	rigidbody_804.pdb	0.349	0.048
7th2C	real	b	flexref_138.pdb	0.444	rigidbody_700.pdb	0.349	0.095
7th2C	real	b	flexref_42.pdb	0.476	rigidbody_970.pdb	0.397	0.079
7th2C	real	b	flexref_93.pdb	0.349	rigidbody_673.pdb	0.365	-0.016
7th2C	real	b	flexref_46.pdb	0.476	rigidbody_914.pdb	0.349	0.127
7th2C	real	b	flexref_5.pdb	0.333	rigidbody_869.pdb	0.349	-0.016
7th2C	real	b	flexref_37.pdb	0.476	rigidbody_900.pdb	0.397	0.079
7th2C	real	b	flexref_74.pdb	0.476	rigidbody_860.pdb	0.365	0.111
7th2C	real	b	flexref_77.pdb	0.429	rigidbody_742.pdb	0.365	0.064
7th2C	real	b	flexref_185.pdb	0.190	rigidbody_849.pdb	0.127	0.063
7th2C	real	b	flexref_18.pdb	0.349	rigidbody_893.pdb	0.349	0.000
7th2C	real	b	flexref_70.pdb	0.476	rigidbody_777.pdb	0.365	0.111
7th2C	real	b	flexref_178.pdb	0.444	rigidbody_892.pdb	0.381	0.063
7th2C	real	b	flexref_69.pdb	0.444	rigidbody_694.pdb	0.365	0.079
7th2C	real	b	flexref_30.pdb	0.508	rigidbody_748.pdb	0.349	0.159
7th2C	real	b	flexref_75.pdb	0.444	rigidbody_696.pdb	0.365	0.079
7th2C	real	b	flexref_100.pdb	0.492	rigidbody_799.pdb	0.365	0.127
7th2C	real	b	flexref_152.pdb	0.286	rigidbody_955.pdb	0.143	0.143
7th2C	real	b	flexref_95.pdb	0.365	rigidbody_975.pdb	0.349	0.016
7th2C	real	b	flexref_56.pdb	0.444	rigidbody_752.pdb	0.381	0.063
7th2C	real	b	flexref_47.pdb	0.365	rigidbody_803.pdb	0.349	0.016
7th2C	real	b	flexref_6.pdb	0.333	rigidbody_695.pdb	0.349	-0.016
7th2C	real	b	flexref_64.pdb	0.524	rigidbody_954.pdb	0.365	0.159
7th2C	real	b	flexref_11.pdb	0.365	rigidbody_852.pdb	0.349	0.016
7th2C	real	b	flexref_53.pdb	0.429	rigidbody_724.pdb	0.365	0.064
7th2C	twohit	b	flexref_46.pdb	0.397	rigidbody_964.pdb	0.349	0.048
7th2C	twohit	b	flexref_6.pdb	0.349	rigidbody_675.pdb	0.349	0.000
7th2C	twohit	b	flexref_5.pdb	0.365	rigidbody_988.pdb	0.333	0.032
7th2C	twohit	b	flexref_4.pdb	0.333	rigidbody_855.pdb	0.302	0.031
7th2C	twohit	b	flexref_11.pdb	0.333	rigidbody_814.pdb	0.317	0.016
7th2C	twohit	b	flexref_12.pdb	0.302	rigidbody_850.pdb	0.254	0.048
7th2C	twohit	b	flexref_29.pdb	0.381	rigidbody_722.pdb	0.365	0.016
7th2C	twohit	b	flexref_8.pdb	0.365	rigidbody_673.pdb	0.349	0.016
7th2C	twohit	b	flexref_21.pdb	0.413	rigidbody_851.pdb	0.365	0.048
7th2C	twohit	b	flexref_10.pdb	0.333	rigidbody_775.pdb	0.349	-0.016
7th2C	twohit	b	flexref_1.pdb	0.302	rigidbody_917.pdb	0.349	-0.047
8ew6V	real	u	flexref_75.pdb	0.340	rigidbody_765.pdb	0.234	0.106
8ew6V	real	u	flexref_95.pdb	0.298	rigidbody_825.pdb	0.191	0.107
8ew6V	real	u	flexref_136.pdb	0.340	rigidbody_739.pdb	0.234	0.106
8ew6V	real	u	flexref_86.pdb	0.298	rigidbody_950.pdb	0.234	0.064
8ew6V	real	u	flexref_193.pdb	0.617	rigidbody_414.pdb	0.468	0.149
8ew6V	real	u	flexref_23.pdb	0.319	rigidbody_712.pdb	0.234	0.085
8ew6V	real	u	flexref_147.pdb	0.638	rigidbody_474.pdb	0.447	0.191
8ew6V	real	u	flexref_175.pdb	0.617	rigidbody_408.pdb	0.447	0.170
8ew6V	real	u	flexref_93.pdb	0.298	rigidbody_757.pdb	0.277	0.021
8ew6V	real	u	flexref_78.pdb	0.277	rigidbody_706.pdb	0.234	0.043
8ew6V	real	u	flexref_172.pdb	0.574	rigidbody_469.pdb	0.468	0.106
8ew6V	real	u	flexref_155.pdb	0.319	rigidbody_696.pdb	0.255	0.064
8ew6V	real	u	flexref_191.pdb	0.681	rigidbody_467.pdb	0.468	0.213
8ew6V	real	u	flexref_92.pdb	0.213	rigidbody_676.pdb	0.170	0.043
8ew6V	real	u	flexref_148.pdb	0.596	rigidbody_397.pdb	0.426	0.170
8ew6V	real	u	flexref_176.pdb	0.553	rigidbody_486.pdb	0.447	0.106
8ew6V	real	u	flexref_183.pdb	0.489	rigidbody_391.pdb	0.404	0.085
8ew6V	real	u	flexref_138.pdb	0.170	rigidbody_138.pdb	0.128	0.042
8ew6V	real	u	flexref_184.pdb	0.362	rigidbody_29.pdb	0.319	0.043
8ew6V	real	u	flexref_44.pdb	0.234	rigidbody_671.pdb	0.170	0.064
8ew6V	real	u	flexref_159.pdb	0.511	rigidbody_403.pdb	0.468	0.043
8ew6V	real	u	flexref_161.pdb	0.319	rigidbody_733.pdb	0.213	0.106
8ew6V	real	u	flexref_141.pdb	0.319	rigidbody_979.pdb	0.277	0.042
8ew6V	real	u	flexref_125.pdb	0.553	rigidbody_434.pdb	0.447	0.106
8ew6V	real	u	flexref_189.pdb	0.277	rigidbody_828.pdb	0.213	0.064
8ew6V	real	u	flexref_192.pdb	0.447	rigidbody_435.pdb	0.426	0.021
8ew6V	real	u	flexref_131.pdb	0.298	rigidbody_753.pdb	0.191	0.107
8ew6V	real	u	flexref_162.pdb	0.298	rigidbody_701.pdb	0.213	0.085
8ew6V	real	u	flexref_109.pdb	0.255	rigidbody_754.pdb	0.170	0.085
8ew6V	real	u	flexref_163.pdb	0.447	rigidbody_140.pdb	0.319	0.128
8ew6V	real	u	flexref_76.pdb	0.468	rigidbody_426.pdb	0.404	0.064
8ew6V	real	u	flexref_158.pdb	0.255	rigidbody_939.pdb	0.255	0.000
8ew6V	real	u	flexref_143.pdb	0.213	rigidbody_764.pdb	0.170	0.043
8ew6V	real	u	flexref_156.pdb	0.277	rigidbody_781.pdb	0.234	0.043
8ew6V	real	u	flexref_120.pdb	0.340	rigidbody_792.pdb	0.255	0.085
8ew6V	real	u	flexref_118.pdb	0.277	rigidbody_691.pdb	0.255	0.022
8ew6V	real	u	flexref_194.pdb	0.340	rigidbody_5.pdb	0.298	0.042
8ew6V	real	u	flexref_49.pdb	0.319	rigidbody_735.pdb	0.234	0.085
8ew6V	real	u	flexref_186.pdb	0.553	rigidbody_451.pdb	0.404	0.149
8ew6V	real	u	flexref_30.pdb	0.255	rigidbody_762.pdb	0.255	0.000
8ew6V	real	u	flexref_174.pdb	0.426	rigidbody_861.pdb	0.340	0.086
8ew6V	real	u	flexref_53.pdb	0.319	rigidbody_814.pdb	0.255	0.064
8ew6V	real	u	flexref_12.pdb	0.255	rigidbody_755.pdb	0.170	0.085
8ew6V	real	u	flexref_66.pdb	0.298	rigidbody_699.pdb	0.255	0.043
8ew6V	real	u	flexref_8.pdb	0.319	rigidbody_784.pdb	0.277	0.042
8ew6V	real	u	flexref_198.pdb	0.298	rigidbody_890.pdb	0.255	0.043
8ew6V	real	u	flexref_11.pdb	0.255	rigidbody_687.pdb	0.255	0.000
8ew6V	real	u	flexref_67.pdb	0.340	rigidbody_794.pdb	0.255	0.085
8ew6V	real	u	flexref_87.pdb	0.255	rigidbody_761.pdb	0.234	0.021
8ew6V	real	u	flexref_1.pdb	0.298	rigidbody_707.pdb	0.277	0.021
8ew6V	real	u	flexref_37.pdb	0.213	rigidbody_830.pdb	0.213	0.000
8ew6V	real	u	flexref_102.pdb	0.319	rigidbody_797.pdb	0.255	0.064
8ew6V	real	u	flexref_185.pdb	0.298	rigidbody_827.pdb	0.170	0.128
8ew6V	real	u	flexref_122.pdb	0.298	rigidbody_702.pdb	0.255	0.043
8ew6V	real	u	flexref_39.pdb	0.319	rigidbody_682.pdb	0.277	0.042
8ew6V	real	u	flexref_123.pdb	0.319	rigidbody_763.pdb	0.255	0.064
8ew6V	real	u	flexref_199.pdb	0.362	rigidbody_810.pdb	0.255	0.107
8ew6V	real	u	flexref_83.pdb	0.319	rigidbody_805.pdb	0.277	0.042
8ew6V	real	b	flexref_4.pdb	0.936	rigidbody_460.pdb	0.830	0.106
8ew6V	real	b	flexref_10.pdb	0.957	rigidbody_397.pdb	0.851	0.106
8ew6V	real	b	flexref_104.pdb	0.936	rigidbody_455.pdb	0.830	0.106
8ew6V	real	b	flexref_46.pdb	0.936	rigidbody_353.pdb	0.830	0.106
8ew6V	real	b	flexref_22.pdb	0.915	rigidbody_380.pdb	0.830	0.085
8ew6V	real	b	flexref_97.pdb	0.936	rigidbody_346.pdb	0.809	0.127
8ew6V	real	b	flexref_78.pdb	0.894	rigidbody_463.pdb	0.809	0.085
8ew6V	real	b	flexref_57.pdb	0.915	rigidbody_466.pdb	0.830	0.085
8ew6V	real	b	flexref_108.pdb	0.957	rigidbody_339.pdb	0.851	0.106
8ew6V	real	b	flexref_28.pdb	0.936	rigidbody_400.pdb	0.830	0.106
8ew6V	real	b	flexref_116.pdb	0.936	rigidbody_373.pdb	0.830	0.106
8ew6V	real	b	flexref_103.pdb	0.936	rigidbody_384.pdb	0.809	0.127
8ew6V	real	b	flexref_73.pdb	0.957	rigidbody_486.pdb	0.851	0.106
8ew6V	real	b	flexref_100.pdb	0.915	rigidbody_401.pdb	0.872	0.043
8ew6V	real	b	flexref_36.pdb	0.936	rigidbody_479.pdb	0.851	0.085
8ew6V	real	b	flexref_120.pdb	0.957	rigidbody_495.pdb	0.830	0.127
8ew6V	real	b	flexref_15.pdb	0.957	rigidbody_351.pdb	0.872	0.085
8ew6V	real	b	flexref_169.pdb	0.936	rigidbody_412.pdb	0.617	0.319
8ew6V	real	b	flexref_77.pdb	0.957	rigidbody_364.pdb	0.872	0.085
8ew6V	real	b	flexref_60.pdb	0.936	rigidbody_409.pdb	0.851	0.085
8ew6V	real	b	flexref_50.pdb	0.957	rigidbody_406.pdb	0.787	0.170
8ew6V	real	b	flexref_19.pdb	0.957	rigidbody_405.pdb	0.830	0.127
8ew6V	real	b	flexref_18.pdb	0.979	rigidbody_363.pdb	0.851	0.128
